Index,Date,Customer_ID,Transaction_ID,SKU_Category,SKU,Quantity,Sales_Amount,Operational_Cost,Customer_Age
6779,11/2/2022,2349,6669,Hoodie,F64H7,1,28.6,18.3,60
6780,11/2/2022,2544,6671,Crop Top,MRE4J,1,33.4,28.1,36
6781,11/2/2022,3967,6672,Skirt,CZUZX,1,63.5,44.6,44
6782,11/2/2022,3967,6672,T-shirt,COWU2,1,38.2,25.7,44
6783,11/2/2022,3967,6672,Cargo pants,LWJWP,1,71,51.9,44
6784,11/2/2022,3967,6672,Hoodie,KDO6P,1,21.3,15.3,44
6785,11/2/2022,7387,6673,Dresses,EPHFA,1,290.4,216.9,59
6786,11/2/2022,7211,6674,Cargo pants,JCYBN,1,38.1,25.4,46
6787,11/2/2022,2912,6675,Jeans,E3PAN,1,83.2,51.7,31
6788,11/2/2022,2912,6675,Cargo pants,OV1P9,1,57.3,39.1,31
6789,11/2/2022,2912,6675,T-shirt,UNJKW,1,21.1,14.7,31
6790,11/2/2022,2912,6675,Hoodie,KDO6P,1,21.3,15.3,31
6791,11/2/2022,3139,6676,Blazer,KOF7U,1,64.4,44.2,34
6792,11/2/2022,13,6678,Shoes,A4R06,1,105.7,66.1,38
6793,11/2/2022,1725,6679,Shoes,2NYLG,2,99.3,29.9,53
6794,11/2/2022,8794,6682,Shoes,CCC6P,1,120.8,81.2,41
6795,11/2/2022,9582,6686,Shorts,ZHY6C,1,20.3,16.7,46
6796,11/2/2022,9582,6686,Bomber jacket,GKNOY,2,40.8,14.5,46
6797,11/2/2022,9582,6686,Shorts,CY14Q,3,56.1,15.8,46
6798,11/2/2022,6850,6687,T-shirt,I36F2,1,46.3,33.5,47
6799,11/2/2022,6850,6687,Shorts,VZELE,1,33.4,27.1,47
6800,11/2/2022,6850,6687,Bomber jacket,72EUE,2,31.7,11.4,47
6801,11/2/2022,8683,6690,Cargo pants,DMJ70,1,50.3,37.3,29
6802,11/2/2022,3050,6691,Hoodie,5EQEN,1,103.7,66.4,58
6803,11/2/2022,3050,6691,Dresses,J8DD7,3,114.9,25.4,58
6804,11/2/2022,5980,6694,Cargo pants,4QSTJ,1,71,48.8,60
6805,11/2/2022,9063,6695,Hoodie,4R4F9,1,67.5,46.2,32
6806,11/2/2022,9063,6695,Crop Top,9TF6B,1,40.6,34.1,32
6807,11/2/2022,3925,6698,Dresses,PQUFN,1,74.1,52.4,58
6808,11/2/2022,3974,6699,Blazer,LPLTZ,1,39,24.3,25
6809,11/2/2022,3974,6699,Dresses,9YXRU,1,224.7,174.1,25
6810,11/2/2022,2940,6700,Hoodie,VWUC7,1,31.2,20.3,48
6811,11/2/2022,4604,6701,Dresses,W85U8,1,52.5,37.7,42
6812,11/2/2022,4604,6701,Dress shirt,W53F2,2,24.3,9.9,42
6813,11/2/2022,7751,6703,Shorts,VLD25,1,40.8,33.2,60
6814,11/2/2022,7751,6703,Bomber jacket,4L6WG,1,34.6,23.2,60
6815,11/2/2022,3195,6704,T-shirt,FUPBO,1,74.3,49.5,58
6816,11/2/2022,2574,6705,Dresses,TVB2U,1,50.4,33.8,47
6817,11/2/2022,4861,6707,T-shirt,FUPBO,1,74.3,49.5,43
6818,11/2/2022,327,6708,Shoes,JJ9FT,1,57.9,38.8,44
6819,11/2/2022,1347,6711,Dress shirt,SJ0ZD,1,12.4,10.6,33
6820,11/2/2022,1347,6711,Hat,3PWIY,2,134.2,56.3,33
6821,11/2/2022,1347,6711,Hat,PPR4D,2,99.3,37.8,33
6822,11/2/2022,1347,6711,Sunglasses,DCQM1,1,208.2,154.9,33
6823,11/2/2022,1347,6711,Dresses,LN9RY,1,57.3,39,33
6824,11/2/2022,1347,6711,Dresses,TP9K5,1,41.9,31.3,33
6825,11/2/2022,6000,6712,Cargo pants,DMJ70,1,50.3,37.3,63
6826,11/2/2022,5271,6713,Skirt,LQ555,1,84.6,62.4,52
6827,11/2/2022,4971,6715,Blazer,A59HR,1,31.2,21.9,27
6828,11/2/2022,4971,6715,Hoodie,EIX2K,1,36.3,24.2,27
6829,11/2/2022,5258,6718,Blazer,IFUHU,1,99.3,70,23
6830,11/2/2022,5258,6718,Blazer,A59HR,1,31.2,21.9,23
6831,11/2/2022,7871,6719,Skirt,WHCNY,1,58.7,45.6,24
6832,11/2/2022,7871,6719,Hoodie,F90L2,1,23.7,17.3,24
6833,11/2/2022,7871,6719,Hoodie,DUWYY,1,41.9,27.9,24
6834,11/2/2022,6238,6720,T-shirt,I36F2,1,46.3,33.5,30
6835,11/2/2022,5112,6723,Jeans,E3PAN,1,83.2,51.7,49
6836,11/2/2022,5112,6723,Skirt,55G22,1,59.3,45.2,49
6837,11/2/2022,8684,6724,Cargo pants,OV1P9,1,57.3,39.1,41
6838,11/2/2022,8684,6724,Skirt,FY50B,1,61.3,41.1,41
6839,11/2/2022,6431,6726,Jeans,FV49E,1,66.8,44.2,55
6840,11/2/2022,6431,6726,Skirt,1XG54,1,67.5,47.2,55
6841,11/2/2022,1862,6728,Shoes,JJ9FT,1,57.9,38.8,19
6842,11/2/2022,6202,6732,T-shirt,FUPBO,1,74.3,49.5,46
6843,11/2/2022,9325,6736,Cargo pants,W22UD,1,58.7,39.6,45
6844,11/2/2022,9325,6736,Skirt,6OUVC,1,83.8,59.2,45
6845,11/2/2022,9325,6736,T-shirt,UNJKW,2,42.3,14.7,45
6846,11/2/2022,1423,6738,Skirt,51OBI,1,67.5,48.8,48
6847,11/2/2022,1149,6739,Skirt,BCE9N,1,60.7,41.8,47
6848,11/2/2022,1941,6740,Hat,MAG1S,1,27.6,22.4,49
6849,11/2/2022,1941,6740,Dresses,CYAX0,3,110.4,26.5,49
6850,11/2/2022,4412,6742,Blazer,A59HR,1,31.2,21.9,56
6851,12/2/2022,8420,6745,T-shirt,UNJKW,1,21.1,14.7,50
6852,12/2/2022,8420,6745,Hoodie,XQBTK,1,24.3,16.2,50
6853,12/2/2022,4248,6746,Skirt,TF039,1,66.8,50.8,48
6854,12/2/2022,8499,6747,Cargo pants,0JD0P,1,83.8,57.2,20
6855,12/2/2022,6232,6750,T-shirt,BW1M6,1,14.2,10.1,31
6856,12/2/2022,4042,6754,Cargo pants,IPVE6,2,90,28.2,54
6857,12/2/2022,4042,6754,Cargo pants,7Y2WS,1,49.1,35.9,54
6858,12/2/2022,4042,6754,T-shirt,85WDI,1,17.1,11,54
6859,12/2/2022,3707,6755,Cargo pants,OV1P9,1,57.3,39.1,31
6860,12/2/2022,8000,6756,Blazer,PO1N6,1,65.5,40.2,46
6861,12/2/2022,3760,6757,Bomber jacket,20XCP,1,158.3,102.3,39
6862,12/2/2022,386,6758,T-shirt,H87RV,1,60,37.2,59
6863,12/2/2022,3437,6759,Skirt,1XG54,1,67.5,47.2,39
6864,12/2/2022,5958,6762,Skirt,51OBI,1,67.5,48.8,59
6865,12/2/2022,6506,6765,Blazer,PO1N6,1,65.5,40.2,35
6866,12/2/2022,534,6767,Cargo pants,IPVE6,1,45,28.2,57
6867,12/2/2022,534,6767,T-shirt,UNJKW,1,21.1,14.7,57
6868,12/2/2022,4819,6771,Skirt,51OBI,1,67.5,48.8,56
6869,12/2/2022,4819,6771,T-shirt,UNJKW,1,21.1,14.7,56
6870,12/2/2022,1001,6772,Skirt,Q7IJI,1,67.5,53.1,33
6871,12/2/2022,8189,6773,Hat,O23RJ,1,137.9,103,46
6872,12/2/2022,627,6775,T-shirt,K7IA5,1,42.3,27,33
6873,12/2/2022,8318,6776,T-shirt,EMJ1S,1,36.2,24.9,27
6874,12/2/2022,7014,6779,T-shirt,85WDI,1,17.1,11,50
6875,12/2/2022,4489,6780,T-shirt,ZDSYK,1,21.7,15.6,47
6876,12/2/2022,1186,6781,Cargo pants,JCYBN,2,76.1,25.4,57
6877,12/2/2022,2319,6782,Jeans,3JAVY,1,70.2,43.7,58
6878,12/2/2022,2044,6783,Bomber jacket,YRULF,1,68.1,45.7,34
6879,12/2/2022,2044,6783,Sunglasses,3ONZ2,1,162.5,130.8,34
6880,12/2/2022,8844,6784,T-shirt,8IXQO,1,51.8,32.7,49
6881,12/2/2022,7732,6786,Sunglasses,I8EDF,3,80.1,20.9,51
6882,12/2/2022,5865,6789,Shorts,PLRJA,1,41.9,36.1,29
6883,12/2/2022,5865,6789,Shorts,IIQ89,1,50.5,40.8,29
6884,12/2/2022,6019,6790,Blazer,A59HR,1,31.2,21.9,31
6885,12/2/2022,6019,6790,Hoodie,VWUC7,1,31.2,20.3,31
6886,12/2/2022,1541,6792,Shorts,WNBBE,2,38.2,15.9,30
6887,12/2/2022,1541,6792,Bomber jacket,1LEE7,3,88.8,20.2,30
6888,12/2/2022,2050,6795,Skirt,1XG54,1,67.5,47.2,38
6889,12/2/2022,2050,6795,Hoodie,KDO6P,1,21.3,15.3,38
6890,12/2/2022,8535,6797,Skirt,9STQJ,1,67.5,48.1,57
6891,12/2/2022,8648,6798,T-shirt,QGK3S,1,56.9,38.5,60
6892,12/2/2022,8648,6798,Dresses,J8DD7,3,114.9,25.4,60
6893,12/2/2022,6189,6799,T-shirt,COWU2,1,38.2,25.7,40
6894,12/2/2022,4687,6800,Hoodie,F90L2,1,23.7,17.3,34
6895,12/2/2022,5325,6801,Skirt,ABFD7,2,96.8,37.8,29
6896,12/2/2022,5325,6801,Jeans,XJLWY,1,56.2,34.3,29
6897,12/2/2022,9437,6802,Trench coat,9I5KY,1,78.9,44.3,26
6898,12/2/2022,9437,6802,Skirt,LQ555,1,84.6,62.4,26
6899,12/2/2022,5165,6803,T-shirt,UNJKW,1,21.1,14.7,38
6900,12/2/2022,5535,6805,Jeans,VTUYN,1,70.2,48.2,46
6901,12/2/2022,5535,6805,T-shirt,UNJKW,1,21.1,14.7,46
6902,12/2/2022,93,6808,Trench coat,YK0F8,1,95.1,54,37
6903,12/2/2022,93,6808,Shorts,2SVKS,3,66.3,16.7,37
6904,12/2/2022,44,6809,Trench coat,A9P11,1,73,40.5,46
6905,12/2/2022,44,6809,Jeans,TZ8LC,1,58.7,39.4,46
6906,12/2/2022,44,6809,Crop Top,G5878,1,72.3,54.7,46
6907,12/2/2022,1861,6810,Shorts,UHKW8,2,34.4,12.8,42
6908,12/2/2022,1861,6810,Dresses,CYAX0,2,73.7,26.6,42
6909,12/2/2022,5135,6811,T-shirt,COWU2,2,76.3,25.6,54
6910,12/2/2022,2616,6812,Skirt,YHMLE,1,49.4,34.6,37
6911,12/2/2022,2756,6813,Shoes,F79YP,1,142.5,98.6,35
6912,12/2/2022,4975,6814,T-shirt,ZDSYK,1,21.7,15.6,48
6913,12/2/2022,1660,6815,Skirt,1XG54,1,66.9,46.8,61
6914,12/2/2022,6857,6818,Hat,4T25R,3,81.4,20.8,47
6915,12/2/2022,3551,6819,Skirt,ZVTO4,1,45.7,35.9,38
6916,12/2/2022,3550,6820,Hoodie,DPR05,1,37.5,26.6,40
6917,12/2/2022,3550,6820,Crop Top,G5878,1,72.3,54.7,40
6918,12/2/2022,3550,6820,Blazer,A59HR,1,31.2,21.9,40
6919,12/2/2022,4587,6821,Hat,FI2NX,1,69.2,58.3,22
6920,12/2/2022,4587,6821,Dress shirt,W53F2,3,36.5,9.9,22
6921,12/2/2022,4587,6821,Dresses,669WR,1,212,148.8,22
6922,12/2/2022,1452,6827,Hoodie,F90L2,1,23.7,17.3,58
6923,12/2/2022,8115,6828,Dresses,YBTUP,1,26.7,18.2,25
6924,12/2/2022,8115,6828,Dresses,3ZCJ5,2,52.1,19.7,25
6925,12/2/2022,8115,6828,T-shirt,Z2RE8,2,37,12.4,25
6926,12/2/2022,8115,6829,Blazer,YXM33,1,116.2,75.8,25
6927,12/2/2022,725,6831,Cargo pants,4QSTJ,1,71,48.8,48
6928,12/2/2022,725,6831,Cargo pants,DMJ70,1,50.3,37.3,48
6929,12/2/2022,1008,6833,Sunglasses,I8EDF,2,53.4,20.9,50
6930,12/2/2022,1008,6833,T-shirt,TL4WZ,1,40,27.2,50
6931,12/2/2022,1008,6833,Bomber jacket,20XCP,2,316.5,102.2,50
6932,12/2/2022,1008,6833,Blazer,W8ANW,1,68.1,43.9,50
6933,12/2/2022,6854,6835,Skirt,DVEBC,1,63.5,49.3,57
6934,12/2/2022,6854,6836,Skirt,SIZ9T,1,59.3,45.9,57
6935,12/2/2022,4887,6838,Trench coat,W8V34,1,65.4,40.7,25
6936,12/2/2022,4887,6838,Hat,X9YT7,1,19,14.9,25
6937,12/2/2022,2061,6841,Jeans,TGWSW,1,53.8,32.9,25
6938,12/2/2022,4720,6842,Crop Top,K67NA,1,232.5,201.3,26
6939,12/2/2022,2572,6844,Cargo pants,DMJ70,1,50.3,37.3,49
6940,12/2/2022,8359,6848,Dresses,BDD5Z,3,238,55.5,31
6941,12/2/2022,8359,6848,Hat,5TQSJ,1,125,103.1,31
6942,12/2/2022,8359,6848,T-shirt,X05XH,1,59.7,38.1,31
6943,12/2/2022,7120,6851,T-shirt,14V9T,1,34.1,21.7,33
6944,12/2/2022,1804,6852,Jeans,Z2AX9,1,71.5,47,31
6945,12/2/2022,1804,6852,Skirt,Q7IJI,1,67.5,53.1,31
6946,12/2/2022,8716,6860,Bomber jacket,YRULF,1,68.1,45.7,50
6947,12/2/2022,8716,6860,Hoodie,0DCAY,1,190,117.8,50
6948,12/2/2022,7885,6862,Cargo pants,OV1P9,1,57.3,39.1,46
6949,12/2/2022,6100,6863,Shoes,F79YP,1,142.5,98.6,37
6950,12/2/2022,8097,6866,Bomber jacket,7L73L,1,181.5,118.9,36
6951,12/2/2022,8097,6866,Shorts,F7FQ5,1,24.3,19.2,36
6952,12/2/2022,8097,6866,Shorts,53E2D,2,116.4,45.7,36
6953,12/2/2022,8097,6866,Shorts,9KT5R,4,95,17.8,36
6954,12/2/2022,8097,6866,Shorts,2SVKS,3,66.3,16.7,36
6955,12/2/2022,8097,6866,Shorts,OGKA9,2,76.1,32.5,36
6956,12/2/2022,4235,6867,Skirt,549KK,1,56.6,41.7,55
6957,12/2/2022,4235,6867,T-shirt,FUPBO,1,74.3,49.5,55
6958,12/2/2022,4235,6867,Skirt,2AJB5,1,58.7,45.4,55
6959,12/2/2022,8609,6868,Shorts,WJSXR,2,84.3,35.9,51
6960,12/2/2022,8609,6868,Bomber jacket,GKNOY,1,20.4,14.5,51
6961,12/2/2022,5541,6869,Jeans,E3PAN,1,83.2,51.7,33
6962,12/2/2022,5446,6871,Trench coat,LI0IX,2,125.2,36.6,23
6963,12/2/2022,6880,6872,Jeans,XJLWY,1,47.7,29.1,25
6964,12/2/2022,5500,6873,Skirt,RKK2C,1,66.8,45.2,42
6965,12/2/2022,97,6874,Trench coat,2YGR5,1,74.9,44.5,34
6966,12/2/2022,97,6874,Shorts,2SVKS,1,22.1,16.7,34
6967,12/2/2022,1210,6875,Dress shirt,29DS1,3,280.2,74,50
6968,12/2/2022,7803,6876,Dresses,59WYE,2,135.6,44.7,61
6969,12/2/2022,7803,6876,Hat,FI2NX,2,138.3,58.3,61
6970,12/2/2022,8226,6878,Shorts,58LSB,1,16.5,14.1,43
6971,12/2/2022,8226,6878,Bomber jacket,NBRSF,2,185,64.6,43
6972,12/2/2022,8026,6879,Trench coat,8IX7N,1,36.6,21.4,45
6973,12/2/2022,8026,6879,Hat,NZQS5,1,61.3,51.5,45
6974,12/2/2022,7732,6880,Dresses,YH1SA,1,358.4,245.1,51
6975,12/2/2022,6010,6881,T-shirt,I36F2,1,46.3,33.5,28
6976,12/2/2022,4978,6882,Dress shirt,BMJ6C,2,55.2,22.9,53
6977,12/2/2022,218,6883,Cargo pants,GKJEP,1,39.6,26.5,30
6978,12/2/2022,6926,6884,Sunglasses,VU316,2,63,26.2,29
6979,12/2/2022,6926,6884,T-shirt,TL4WZ,2,80.1,27.2,29
6980,12/2/2022,6926,6884,Dresses,ZZM1A,2,130,45.9,29
6981,12/2/2022,6926,6884,Hat,X9YT7,2,38.2,14.9,29
6982,12/2/2022,3774,6885,Dresses,BBIKZ,1,213.8,165.7,37
6983,12/2/2022,1578,6889,T-shirt,V36PA,1,32.1,22.4,36
6984,12/2/2022,1578,6889,Cargo pants,99TPI,1,47.5,30.8,36
6985,12/2/2022,6445,6890,T-shirt,COWU2,1,38.2,25.7,40
6986,12/2/2022,6445,6890,Blazer,PO1N6,1,65.5,40.2,40
6987,12/2/2022,1092,6892,Skirt,BGRWC,1,60,43.9,42
6988,12/2/2022,1092,6892,Cargo pants,4QSTJ,1,71,48.8,42
6989,12/2/2022,1092,6892,Cargo pants,DMJ70,1,50.3,37.3,42
6990,12/2/2022,9022,6897,Skirt,1XG54,1,67.5,47.2,29
6991,12/2/2022,2582,6900,Jeans,CLUON,1,40.9,23.9,36
6992,12/2/2022,2582,6900,Shorts,H3EHU,3,274.1,73.3,36
6993,12/2/2022,2582,6900,T-shirt,UNJKW,1,21.1,14.7,36
6994,12/2/2022,3680,6901,T-shirt,ZDSYK,1,21.7,15.6,51
6995,12/2/2022,1071,6902,Shoes,3A6LA,1,55.2,33,60
6996,12/2/2022,4391,6907,Shoes,CCC6P,1,120.8,81.2,56
6997,12/2/2022,4391,6907,T-shirt,UNJKW,1,21.1,14.7,56
6998,12/2/2022,3363,6912,Trench coat,AODV3,1,43.7,23.7,47
6999,12/2/2022,3363,6912,Shorts,4X8P4,1,51.9,39.2,47
7000,12/2/2022,4711,6914,Shoes,F79YP,1,142.5,98.6,30
7001,12/2/2022,2257,6915,Hat,KRX6I,3,52.8,13.4,24
7002,12/2/2022,2257,6915,Dresses,U02QL,3,432.9,104.6,24
7003,12/2/2022,8357,6918,Sunglasses,AGKFU,2,1108.4,465.5,35
7004,12/2/2022,8357,6918,Dresses,J8DD7,4,153.3,25.4,35
7005,12/2/2022,8357,6918,Hat,VWYXA,2,56.4,21.1,35
7006,12/2/2022,7900,6919,Dresses,XK9U0,2,631.6,219.5,40
7007,12/2/2022,7900,6919,Trench coat,93JH4,2,402,126.4,40
7008,12/2/2022,7900,6919,Shorts,2SVKS,2,44.3,16.8,40
7009,12/2/2022,8289,6921,Shorts,84E9S,1,14.4,11.8,58
7010,12/2/2022,8995,6922,Jeans,3BJ4H,1,45,28.5,46
7011,12/2/2022,8995,6922,T-shirt,H87RV,1,60,37.2,46
7012,12/2/2022,3764,6923,Trench coat,LVYX5,1,68.1,35.4,26
7013,12/2/2022,3764,6923,Bomber jacket,NKYA0,2,96.3,29.4,26
7014,12/2/2022,3764,6923,Trench coat,RNDL2,1,37,23.1,26
7015,12/2/2022,3764,6923,Shorts,4X8P4,2,103.8,39.2,26
7016,12/2/2022,1660,6924,Shoes,GQH4S,1,82.7,55.9,61
7017,12/2/2022,1660,6924,Cargo pants,6RAGJ,1,44.3,30.5,61
7018,12/2/2022,1660,6924,T-shirt,H87RV,1,60,37.2,61
7019,12/2/2022,8022,6927,Blazer,0PW5H,1,111.9,66.5,31
7020,12/2/2022,8319,6928,Sunglasses,VU316,2,63,26.2,41
7021,12/2/2022,8319,6928,Hat,KRX6I,2,35.3,13.4,41
7022,12/2/2022,8319,6928,Skirt,2GSVD,1,51.8,36.1,41
7023,12/2/2022,5864,6929,T-shirt,UNJKW,1,21.1,14.7,21
7024,12/2/2022,5864,6929,Hoodie,EIX2K,1,36.3,24.2,21
7025,12/2/2022,2337,6930,Dresses,PDW7Z,3,278.6,64.1,45
7026,12/2/2022,2337,6930,T-shirt,BW1M6,1,14.2,10.1,45
7027,12/2/2022,2337,6930,Hat,4FT32,3,64.2,17.5,45
7028,12/2/2022,1941,6932,Hat,8LANJ,3,209.8,59.4,49
7029,12/2/2022,1941,6932,Dresses,U02QL,1,144.3,104.6,49
7030,12/2/2022,6317,6935,T-shirt,JJLXQ,1,57.3,36.8,52
7031,12/2/2022,6317,6935,T-shirt,UNJKW,1,21.1,14.7,52
7032,12/2/2022,2380,6937,Crop Top,NUL2D,1,122.7,99,47
7033,12/2/2022,2380,6937,Jeans,4D1NN,1,66.2,42.4,47
7034,12/2/2022,2380,6937,T-shirt,BW1M6,1,14.2,10.1,47
7035,12/2/2022,2380,6937,T-shirt,UNJKW,1,21.1,14.7,47
7036,12/2/2022,2380,6937,Skirt,MQPSJ,1,49.4,37.6,47
7037,12/2/2022,2485,6939,Skirt,CZUZX,1,63.5,44.6,24
7038,12/2/2022,4886,6942,Hoodie,YNCC7,1,121.8,75.4,45
7039,12/2/2022,2718,6945,Skirt,CZUZX,1,63.5,44.6,24
7040,12/2/2022,4856,6947,T-shirt,X05XH,1,59.7,38.1,27
7041,12/2/2022,4856,6947,Blazer,LPLTZ,1,39,24.3,27
7042,12/2/2022,4856,6947,T-shirt,UNJKW,1,21.1,14.7,27
7043,12/2/2022,4856,6947,Hat,PWG2Z,2,100,42.1,27
7044,12/2/2022,625,6950,Cargo pants,DMJ70,1,50.3,37.3,57
7045,12/2/2022,8612,6951,Jeans,D9QKE,1,109.8,63.4,60
7046,12/2/2022,8612,6951,T-shirt,ZDSYK,1,21.7,15.6,60
7047,12/2/2022,8612,6951,T-shirt,UNJKW,1,21.1,14.7,60
7048,12/2/2022,3829,6953,Shorts,QX0Z3,1,83.1,69,31
7049,12/2/2022,2245,6954,T-shirt,TU0A5,1,35.4,23,25
7050,12/2/2022,2245,6954,Jeans,BKO3J,1,103.7,65.7,25
7051,12/2/2022,3179,6955,T-shirt,FQZL8,3,61.3,13.4,48
7052,12/2/2022,3179,6955,Dresses,CYAX0,2,73.7,26.6,48
7053,12/2/2022,1803,6960,Bomber jacket,5XGAJ,1,56.4,35.1,35
7054,12/2/2022,1803,6960,Shorts,SG25A,1,31.8,24.7,35
7055,12/2/2022,1803,6960,Shorts,QH4QO,1,150.3,126.6,35
7056,12/2/2022,649,6962,T-shirt,UNJKW,1,21.1,14.7,25
7057,12/2/2022,8480,6963,Shorts,WNBBE,2,38.2,15.9,45
7058,12/2/2022,8480,6963,Shorts,VHZUD,2,54.3,22.9,45
7059,12/2/2022,8480,6963,Shorts,VZELE,1,33.4,27.1,45
7060,12/2/2022,8480,6963,Bomber jacket,GAE9M,1,47,31.8,45
7061,12/2/2022,2686,6964,Cargo pants,GMDUY,1,114.6,72.5,62
7062,12/2/2022,9066,6967,Trench coat,GZ06J,1,85.6,51.7,44
7063,12/2/2022,9066,6967,Shorts,4X8P4,1,51.9,39.2,44
7064,12/2/2022,6789,6968,Jeans,A4ZP7,1,82.5,52.3,38
7065,12/2/2022,5826,6970,Skirt,DVEBC,1,63.5,49.3,51
7066,12/2/2022,7344,6975,Cargo pants,DMJ70,2,100.6,37.3,37
7067,12/2/2022,1552,6976,Dress shirt,HZEFW,2,149.2,62.9,37
7068,12/2/2022,1552,6976,Hoodie,DPR05,1,37.5,26.6,37
7069,12/2/2022,1064,6977,Shoes,JJ9FT,1,57.9,38.8,65
7070,12/2/2022,1064,6977,Skirt,LGDUB,1,51.2,35,65
7071,12/2/2022,1064,6977,Cargo pants,OV1P9,2,114.6,39.1,65
7072,12/2/2022,1064,6977,T-shirt,COWU2,1,38.2,25.7,65
7073,12/2/2022,1064,6977,Skirt,V6ZRG,1,49.4,37.6,65
7074,12/2/2022,5726,6979,Jeans,EWCRO,1,83.2,56.7,54
7075,12/2/2022,5213,6980,Hat,4FT32,2,42.8,17.5,34
7076,12/2/2022,5639,6983,Cargo pants,DMJ70,1,50.3,37.3,44
7077,12/2/2022,3662,6984,Skirt,7DN07,1,70,52.9,58
7078,12/2/2022,3662,6984,Hoodie,7EBAG,1,65,47.4,58
7079,12/2/2022,4352,6985,Jeans,K38PQ,1,82.5,48.8,38
7080,12/2/2022,7764,6988,Cargo pants,1MR3E,1,94,69.7,26
7081,12/2/2022,5983,6989,Jeans,8DQSI,1,82.5,56.9,39
7082,12/2/2022,3588,6990,Dress shirt,MDM2U,2,23.7,9.2,25
7083,12/2/2022,3588,6990,Cargo pants,DMJ70,1,50.3,37.3,25
7084,12/2/2022,3588,6990,Hat,4FT32,3,64.2,17.5,25
7085,12/2/2022,3588,6990,Shorts,UHKW8,2,34.4,12.8,25
7086,12/2/2022,5837,6991,Jeans,2666K,2,144.6,46.8,41
7087,12/2/2022,5837,6991,Cargo pants,8IK4D,2,120,38.4,41
7088,12/2/2022,5837,6991,Hoodie,DZAPE,1,87.5,55.7,41
7089,13/02/2022,1028,6994,T-shirt,9J5RX,1,81.8,57.5,32
7090,13/02/2022,1028,6994,Hoodie,MEI2J,1,74.4,47.2,32
7091,13/02/2022,1821,6995,Hat,8LANJ,3,209.8,59.4,50
7092,13/02/2022,1821,6995,Dresses,BOH1U,1,254.5,192.7,50
7093,13/02/2022,1821,6995,Hoodie,UN0SI,1,21.9,15.1,50
7094,13/02/2022,1821,6995,Hoodie,KV45X,1,21.3,14.5,50
7095,13/02/2022,1134,6997,Cargo pants,IPVE6,2,90,28.2,32
7096,13/02/2022,3371,6998,Shorts,4X8P4,1,51.9,39.2,40
7097,13/02/2022,3371,6998,Trench coat,NMPWW,1,29.1,18.4,40
7098,13/02/2022,3073,6999,Jeans,TZ8LC,1,58.7,39.4,53
7099,13/02/2022,3073,6999,Jeans,BK9BM,1,56.2,37.9,53
7100,13/02/2022,5479,7000,T-shirt,FQZL8,2,40.9,13.4,58
7101,13/02/2022,5479,7000,Dress shirt,SJ0ZD,1,12.4,10.6,58
7102,13/02/2022,5479,7000,Hat,PWG2Z,1,50.1,42.2,58
7103,13/02/2022,3142,7001,T-shirt,UQC6F,1,17.7,11.6,40
7104,13/02/2022,3142,7001,Blazer,RBNO8,1,100.2,70.1,40
7105,13/02/2022,8876,7002,T-shirt,COWU2,1,38.2,25.7,54
7106,13/02/2022,3470,7003,T-shirt,COWU2,1,38.2,25.7,27
7107,13/02/2022,3470,7003,T-shirt,85WDI,1,17.1,11,27
7108,13/02/2022,3470,7003,T-shirt,UNJKW,1,21.1,14.7,27
7109,13/02/2022,9303,7005,Cargo pants,DMJ70,1,50.3,37.3,56
7110,13/02/2022,3719,7006,T-shirt,85WDI,1,17.1,11,27
7111,13/02/2022,3344,7008,T-shirt,9J5RX,1,81.8,57.5,47
7112,13/02/2022,3344,7008,T-shirt,H87RV,1,60,37.2,47
7113,13/02/2022,6802,7010,Shorts,2SVKS,4,88.3,16.7,55
7114,13/02/2022,6802,7010,Shorts,OGKA9,2,76.1,32.5,55
7115,13/02/2022,9604,7013,Shorts,WJSXR,2,84.3,35.9,28
7116,13/02/2022,6675,7014,Dress shirt,A8OCS,1,37.2,29.8,34
7117,13/02/2022,6675,7014,Dresses,OQJWH,2,52.8,18.2,34
7118,13/02/2022,6675,7014,Hoodie,WKOLQ,1,17.5,12.6,34
7119,13/02/2022,7700,7017,Cargo pants,H06E3,1,30.7,22.7,45
7120,13/02/2022,5197,7018,Cargo pants,7Y2WS,2,98.2,35.9,44
7121,13/02/2022,5197,7018,Cargo pants,OV1P9,2,114.6,39.1,44
7122,13/02/2022,5317,7019,Sunglasses,7LJOW,3,72,19.8,48
7123,13/02/2022,4025,7021,Hoodie,0DCAY,1,190,117.8,29
7124,13/02/2022,3799,7022,T-shirt,TL4WZ,1,40,27.2,56
7125,13/02/2022,3799,7022,Hat,AGSZN,2,82.9,35.4,56
7126,13/02/2022,3799,7022,Dresses,WHRHA,1,21.5,14.3,56
7127,13/02/2022,5753,7023,Cargo pants,DMJ70,1,50.3,37.3,44
7128,13/02/2022,7463,7025,Bomber jacket,20XCP,1,158.3,102.3,51
7129,13/02/2022,7463,7025,Trench coat,93JH4,6,1206,126.4,51
7130,13/02/2022,2428,7026,Cargo pants,DMJ70,1,50.3,37.3,47
7131,13/02/2022,2428,7026,Hat,4FT32,3,64.2,17.5,47
7132,13/02/2022,837,7027,Cargo pants,6RXA9,1,47.5,31.5,41
7133,13/02/2022,4640,7029,Skirt,1XG54,1,67.5,47.2,44
