Index,Date,Customer_ID,Transaction_ID,SKU_Category,SKU,Quantity,Sales_Amount,Operational_Cost,Customer_Age,is_outlier
3209,20/01/2022,4528,3054,Crop Top,VXH0U,3.0,98.7,28.2,31,False
3210,20/01/2022,8236,3056,Cargo pants,DMJ70,1.0,57.3,42.5,48,False
3211,20/01/2022,5774,3057,Blazer,RBNO8,1.0,100.2,70.1,29,False
3212,20/01/2022,6087,3058,Cargo pants,GKJEP,1.0,39.6,26.5,52,False
3213,20/01/2022,6087,3058,Hoodie,X360N,1.0,43.8,30.6,52,False
3214,20/01/2022,3588,3061,Blazer,JL1MF,1.0,79.0,50.1,25,False
3215,20/01/2022,3588,3061,Blazer,0PW5H,3.0,223.8,44.3,25,False
3216,20/01/2022,146,3062,Blazer,PO1N6,1.0,74.4,45.6,53,False
3217,20/01/2022,5509,3063,Shorts,WJSXR,1.0,42.1,35.9,31,False
3218,20/01/2022,3178,3064,Skirt,MQPSJ,1.0,41.9,31.9,28,False
3219,20/01/2022,3140,3068,Crop Top,72SO4,1.0,379.1,294.2,56,False
3220,20/01/2022,6740,3070,T-shirt,UNJKW,1.0,21.1,14.7,56,False
3221,20/01/2022,5258,3071,Shoes,DKHES,1.0,93.8,58.4,23,False
3222,20/01/2022,3505,3072,Dress shirt,SJ0ZD,3.0,37.2,10.6,48,False
3223,20/01/2022,3505,3072,Cargo pants,JCYBN,1.0,53.8,35.9,48,False
3224,20/01/2022,3505,3072,T-shirt,UNJKW,1.0,21.1,14.7,48,False
3225,20/01/2022,8626,3074,Blazer,R9HDH,1.0,34.4,24.0,38,False
3226,20/01/2022,499,3075,Trench coat,E3WCF,1.0,104.4,61.7,46,False
3227,20/01/2022,499,3075,Hoodie,DUV2Y,1.0,78.1,50.5,46,False
3228,20/01/2022,6090,3076,Cargo pants,OV1P9,1.0,57.3,39.1,26,False
3229,20/01/2022,762,3078,Cargo pants,YS1VF,1.0,137.9,95.2,34,False
3230,20/01/2022,4657,3080,Hoodie,Y1JBL,1.0,55.6,38.3,44,False
3231,20/01/2022,4657,3080,Hoodie,DUV2Y,1.0,78.1,50.5,44,False
3232,20/01/2022,3470,3082,T-shirt,85WDI,1.0,17.1,11.0,27,False
3233,20/01/2022,3470,3082,Blazer,CVEB3,1.0,100.0,66.2,27,False
3234,20/01/2022,9219,3083,Hoodie,DLFQW,1.0,41.9,27.5,40,False
3235,20/01/2022,6262,3085,Shorts,NPSQA,2.0,43.0,16.4,35,False
3236,20/01/2022,6262,3085,Dress shirt,SJ0ZD,2.0,24.7,10.5,35,False
3237,20/01/2022,905,3086,Skirt,CZUZX,1.0,63.5,44.6,39,False
3238,20/01/2022,6317,3088,Cargo pants,99TPI,1.0,56.2,36.4,52,False
3239,20/01/2022,3655,3089,Jeans,CERTN,1.0,64.0,40.4,48,False
3240,20/01/2022,6000,3091,T-shirt,COWU2,1.0,45.7,30.7,63,False
3241,20/01/2022,991,3092,Cargo pants,B2IW9,1.0,90.0,65.6,38,False
3242,20/01/2022,991,3092,T-shirt,UNJKW,1.0,21.1,14.7,38,False
3243,20/01/2022,991,3092,Cargo pants,QPF62,1.0,60.6,40.8,38,False
3244,20/01/2022,991,3092,Hoodie,X360N,1.0,43.8,30.6,38,False
3245,20/01/2022,755,3094,Shorts,F7FQ5,2.0,48.6,19.2,33,False
3246,20/01/2022,3180,3096,Hoodie,F64H7,1.0,28.6,18.3,59,False
3247,20/01/2022,5860,3098,Hoodie,DLFQW,1.0,41.9,27.5,58,False
3248,20/01/2022,5860,3098,Crop Top,B82LD,1.0,104.4,80.6,58,False
3249,20/01/2022,6833,3099,T-shirt,COWU2,1.0,45.7,30.7,34,False
3250,20/01/2022,6833,3099,Trench coat,A9P11,1.0,73.0,40.5,34,False
3251,20/01/2022,6035,3100,Cargo pants,OV1P9,1.0,57.3,39.1,28,False
3252,20/01/2022,6035,3100,T-shirt,UNJKW,1.0,21.1,14.7,28,False
3253,20/01/2022,7697,3101,Skirt,O1X0L,1.0,60.7,45.2,27,False
3254,20/01/2022,6930,3102,Dresses,8Z930,3.0,190.2,44.8,52,False
3255,20/01/2022,7871,3103,Skirt,9Q5PZ,1.0,78.5,53.4,24,False
3256,20/01/2022,7212,3104,Hoodie,V6P7N,1.0,21.3,14.9,52,False
3257,20/01/2022,7212,3104,Hoodie,DUV2Y,1.0,78.1,50.5,52,False
3258,20/01/2022,8422,3105,Hoodie,4R4F9,1.0,57.3,39.2,55,False
3259,20/01/2022,560,3107,Cargo pants,1MR3E,1.0,94.0,69.7,35,False
3260,20/01/2022,560,3107,T-shirt,M6J9W,1.0,74.3,52.4,35,False
3261,20/01/2022,8178,3108,Shorts,072QJ,1.0,26.2,20.0,42,False
3262,20/01/2022,8178,3108,Shorts,OEJ4F,2.0,50.0,20.0,42,False
3263,20/01/2022,8178,3108,Shorts,IIQ89,2.0,101.2,40.8,42,False
3264,20/01/2022,6045,3110,T-shirt,QM3C8,1.0,55.9,38.7,48,False
3265,20/01/2022,5411,3111,Crop Top,MRE4J,1.0,33.4,28.1,37,False
3266,20/01/2022,5411,3111,Blazer,0PW5H,3.0,223.8,44.3,37,False
3267,20/01/2022,5127,3112,Dresses,FJPZ5,2.0,120.6,45.3,22,False
3268,20/01/2022,5127,3112,Hat,X9YT7,2.0,38.2,14.9,22,False
3269,20/01/2022,5127,3112,Trench coat,A9P11,1.0,73.0,40.5,22,False
3270,20/01/2022,142,3113,Crop Top,EGB8E,1.0,105.0,87.8,46,False
3271,20/01/2022,205,3115,Trench coat,0D3EZ,1.0,56.4,34.4,22,False
3272,20/01/2022,5115,3119,Hoodie,DUWYY,1.0,41.9,27.9,26,False
3273,20/01/2022,4888,3120,Crop Top,5FGSE,1.0,158.7,136.2,27,False
3274,20/01/2022,3012,3121,Hoodie,DLFQW,1.0,41.9,27.5,60,False
3275,20/01/2022,3012,3121,Jeans,BK9BM,1.0,48.1,32.5,60,False
3276,20/01/2022,2129,3122,Hoodie,7EBAG,1.0,65.0,47.4,45,False
3277,20/01/2022,2129,3123,Hoodie,F64H7,1.0,28.6,18.3,45,False
3278,20/01/2022,2129,3123,Hoodie,EIX2K,1.0,36.3,24.2,45,False
3279,21/01/2022,3039,3127,Shorts,2SVKS,2.0,44.3,16.8,54,False
3280,21/01/2022,5942,3128,Cargo pants,DMJ70,1.0,57.3,42.5,28,False
3281,21/01/2022,5942,3128,Cargo pants,GKJEP,1.0,39.6,26.5,28,False
3282,21/01/2022,6477,3129,Sunglasses,1CJ28,2.0,59.4,23.1,38,False
3283,21/01/2022,6477,3129,Trench coat,AODV3,2.0,87.3,23.7,38,False
3284,21/01/2022,6477,3129,Bomber jacket,YGLGV,1.0,48.1,32.1,38,False
3285,21/01/2022,6477,3129,Shorts,UHKW8,1.0,17.2,12.8,38,False
3286,21/01/2022,473,3130,Trench coat,A9P11,2.0,146.2,40.6,42,False
3287,21/01/2022,547,3135,Crop Top,JONMY,1.0,111.9,84.0,30,False
3288,21/01/2022,3685,3138,Dress shirt,SJ0ZD,3.0,37.2,10.6,51,False
3289,21/01/2022,3685,3138,Sunglasses,CAJD4,1.0,83.1,64.2,51,False
3290,21/01/2022,3685,3138,T-shirt,QGK3S,1.0,56.9,38.5,51,False
3291,21/01/2022,3685,3138,Dresses,DP4O9,1.0,165.6,123.9,51,False
3292,21/01/2022,609,3140,Dresses,5S43J,1.0,114.8,84.7,37,False
3293,21/01/2022,1335,3141,Sunglasses,DPAB1,1.0,236.1,189.8,31,False
3294,21/01/2022,1335,3141,Dresses,X9QXQ,1.0,188.4,143.9,31,False
3295,21/01/2022,1335,3141,Dress shirt,HZEFW,3.0,223.8,62.9,31,False
3296,21/01/2022,4915,3142,Skirt,9STQJ,1.0,82.5,58.7,35,False
3297,21/01/2022,8529,3145,Crop Top,11H2S,1.0,190.0,146.9,31,False
3298,21/01/2022,5868,3146,Cargo pants,OV1P9,1.0,57.3,39.1,30,False
3299,21/01/2022,8154,3147,Cargo pants,B2IW9,1.0,90.0,65.6,34,False
3300,21/01/2022,2394,3149,Crop Top,NUL2D,1.0,118.7,95.8,55,False
3301,21/01/2022,2394,3149,Dresses,RCCRJ,2.0,120.6,41.4,55,False
3302,21/01/2022,2394,3149,Hat,4FT32,3.0,64.2,17.5,55,False
3303,21/01/2022,6243,3150,Jeans,1FA7D,1.0,87.3,59.6,49,False
3304,21/01/2022,2462,3152,Shoes,JJ9FT,2.0,115.8,38.8,55,False
3305,21/01/2022,2462,3152,T-shirt,JJLXQ,1.0,48.4,31.1,55,False
3306,21/01/2022,2462,3152,Cargo pants,B2IW9,1.0,90.0,65.6,55,False
3307,21/01/2022,8759,3153,Dress shirt,0SVHO,1.0,106.5,81.9,49,False
3308,21/01/2022,8759,3153,Hat,8LANJ,3.0,209.8,59.4,49,False
3309,21/01/2022,7755,3157,Jeans,TZ8LC,1.0,62.7,42.1,28,False
3310,21/01/2022,4450,3158,Cargo pants,YPH1H,1.0,50.0,35.3,33,False
3311,21/01/2022,2651,3159,Jeans,TZ8LC,1.0,62.7,42.1,49,False
3312,21/01/2022,2651,3159,Hoodie,VWUC7,1.0,31.2,20.3,49,False
3313,21/01/2022,1153,3160,T-shirt,UNJKW,1.0,21.1,14.7,41,False
3314,21/01/2022,1209,3161,T-shirt,X5TFY,1.0,45.0,28.3,48,False
3315,21/01/2022,3696,3162,Cargo pants,JCYBN,1.0,53.8,35.9,26,False
3316,21/01/2022,3696,3162,Hoodie,DLFQW,1.0,41.9,27.5,26,False
3317,21/01/2022,3696,3163,T-shirt,YY5BX,1.0,47.7,31.7,26,False
3318,21/01/2022,7858,3165,Jeans,TZ8LC,1.0,62.7,42.1,35,False
3319,21/01/2022,8398,3166,Jeans,E3PAN,1.0,83.2,51.7,57,False
3320,21/01/2022,7199,3167,Trench coat,A9P11,2.0,146.2,40.6,20,False
3321,21/01/2022,6025,3168,Skirt,Q4ZAD,1.0,79.8,56.3,57,False
3322,21/01/2022,3823,3169,Sunglasses,I2B1Z,1.0,213.3,182.4,64,False
3323,21/01/2022,1893,3171,Cargo pants,OV1P9,1.0,57.3,39.1,60,False
3324,21/01/2022,2681,3172,T-shirt,JJLXQ,1.0,48.4,31.1,24,False
3325,21/01/2022,2681,3172,Shoes,PN14V,1.0,94.0,61.6,24,False
3326,21/01/2022,2681,3172,Shoes,83SE2,1.0,82.5,56.1,24,False
3327,21/01/2022,4834,3176,T-shirt,TL4WZ,1.0,40.0,27.2,25,False
3328,21/01/2022,6888,3177,Skirt,0AC89,1.0,47.7,32.0,36,False
3329,21/01/2022,6888,3177,T-shirt,UNJKW,1.0,21.1,14.7,36,False
3330,21/01/2022,4710,3179,T-shirt,JJLXQ,1.0,48.4,31.1,27,False
3331,21/01/2022,651,3181,Jeans,2666K,1.0,72.3,46.8,45,False
3332,21/01/2022,651,3181,Trench coat,PFUQ1,1.0,201.0,113.2,45,False
3333,21/01/2022,651,3181,Dress shirt,6DCYD,1.0,73.2,60.2,45,False
3334,21/01/2022,651,3181,Hat,FO112,5.0,107.7,16.4,45,False
3335,21/01/2022,651,3181,Hat,MXS1Y,4.0,152.3,29.6,45,False
3336,21/01/2022,651,3181,Dress shirt,W53F2,3.0,36.5,9.9,45,False
3337,21/01/2022,651,3181,Dresses,MRI9U,1.0,265.2,187.5,45,False
3338,21/01/2022,651,3181,Sunglasses,VL9SL,1.0,102.3,82.0,45,False
3339,21/01/2022,651,3181,T-shirt,JE62Y,2.0,108.0,33.0,45,False
3340,21/01/2022,651,3181,Shorts,UHKW8,1.0,17.2,12.8,45,False
3341,21/01/2022,651,3181,Sunglasses,V837Q,1.0,286.6,240.5,45,False
3342,21/01/2022,651,3181,Crop Top,9TF6B,1.0,40.6,34.1,45,False
3343,21/01/2022,4643,3182,Shorts,VXC25,1.0,115.2,93.7,23,False
3344,21/01/2022,4643,3182,Bomber jacket,OOJH8,1.0,32.9,22.1,23,False
3345,21/01/2022,4643,3182,Shorts,YVOD8,1.0,72.7,57.4,23,False
3346,21/01/2022,4643,3182,Shorts,IGRY6,1.0,76.7,61.7,23,False
3347,21/01/2022,5778,3183,T-shirt,3220G,1.0,14.2,9.9,43,False
3348,21/01/2022,5778,3183,Hat,PWG2Z,2.0,100.0,42.1,43,False
3349,21/01/2022,6239,3184,Trench coat,RSDKJ,1.0,69.5,36.0,40,False
3350,21/01/2022,5280,3185,Shorts,YVOD8,1.0,72.7,57.4,41,False
3351,21/01/2022,5280,3185,Dress shirt,6LB6U,1.0,71.4,58.9,41,False
3352,21/01/2022,5280,3185,Hoodie,F90L2,1.0,23.1,16.9,41,False
3353,21/01/2022,5280,3185,Hoodie,XQBTK,1.0,23.7,15.8,41,False
3354,21/01/2022,2498,3187,Sunglasses,KIVTJ,1.0,94.2,80.3,61,False
3355,21/01/2022,2498,3187,Hat,O9RUX,2.0,126.6,49.2,61,False
3356,21/01/2022,2498,3187,Dress shirt,NOKHJ,3.0,333.8,86.9,61,False
3357,21/01/2022,2498,3187,Sunglasses,V837Q,1.0,286.6,240.5,61,False
3358,21/01/2022,1426,3189,T-shirt,M6J9W,1.0,74.3,52.4,24,False
3359,21/01/2022,4275,3190,Cargo pants,7Y2WS,1.0,49.1,35.9,32,False
3360,21/01/2022,3649,3191,Shorts,CY14Q,2.0,37.5,15.8,38,False
3361,21/01/2022,2684,3194,Trench coat,6JXQ3,1.0,217.1,121.1,53,False
3362,21/01/2022,2684,3194,Blazer,W8ANW,1.0,68.1,43.9,53,False
3363,21/01/2022,2684,3194,Blazer,0PW5H,1.0,111.9,66.5,53,False
3364,21/01/2022,5352,3195,Shorts,OEJ4F,2.0,50.0,20.0,29,False
3365,21/01/2022,5352,3195,Bomber jacket,72EUE,2.0,31.7,11.4,29,False
3366,21/01/2022,7530,3198,Hoodie,8RAX7,1.0,149.4,98.8,35,False
3367,21/01/2022,8147,3201,Skirt,51OBI,1.0,67.5,48.8,21,False
3368,21/01/2022,8147,3201,Crop Top,G5878,1.0,64.8,49.0,21,False
3369,21/01/2022,8147,3201,Hoodie,DLFQW,3.0,83.7,18.3,21,False
3370,21/01/2022,8147,3201,Hoodie,BJ6WL,1.0,36.3,22.5,21,False
3371,21/01/2022,350,3202,Shorts,2SVKS,2.0,44.3,16.8,32,False
3372,21/01/2022,350,3202,Hat,SN3ZJ,2.0,57.6,23.2,32,False
3373,21/01/2022,6902,3204,Cargo pants,H0HV3,1.0,56.2,38.9,49,False
3374,21/01/2022,910,3205,Cargo pants,YR1OH,1.0,113.7,84.0,45,False
3375,21/01/2022,2217,3206,Hoodie,UN0SI,2.0,43.8,15.1,29,False
3376,21/01/2022,6247,3207,Trench coat,ECXQD,1.0,56.2,33.9,33,False
3377,21/01/2022,3879,3208,Skirt,ABFD7,1.0,48.4,37.8,45,False
3378,21/01/2022,2822,3210,T-shirt,TU0A5,1.0,35.4,23.0,57,False
3379,21/01/2022,2822,3210,T-shirt,COWU2,1.0,45.7,30.7,57,False
3380,21/01/2022,9483,3211,Trench coat,JA5K8,1.0,55.5,33.0,50,False
3381,21/01/2022,6199,3212,Bomber jacket,YRULF,3.0,204.1,45.7,55,False
3382,21/01/2022,6199,3212,Shorts,ZHY6C,1.0,20.3,16.7,55,False
3383,21/01/2022,6199,3212,T-shirt,X05XH,1.0,59.7,38.1,55,False
3384,21/01/2022,6199,3212,Sunglasses,I8EDF,2.0,53.4,20.9,55,False
3385,21/01/2022,6199,3212,Sunglasses,CAJD4,1.0,83.1,64.2,55,False
3386,21/01/2022,6199,3212,T-shirt,TL4WZ,1.0,40.0,27.2,55,False
3387,21/01/2022,6199,3212,Hat,GSQZP,1.0,72.7,58.3,55,False
3388,21/01/2022,6199,3212,Dresses,75NLL,2.0,51.6,18.8,55,False
3389,21/01/2022,6199,3212,Dresses,J2B7U,2.0,161.2,59.6,55,False
3390,21/01/2022,2256,3214,Crop Top,NUL2D,1.0,118.7,95.8,34,False
3391,21/01/2022,7365,3215,Blazer,LPLTZ,1.0,39.0,24.3,24,False
3392,21/01/2022,6394,3216,Shorts,VHZUD,3.0,81.4,22.8,47,False
3393,21/01/2022,6394,3216,Sunglasses,0OZBT,1.0,94.2,73.6,47,False
3394,21/01/2022,6394,3216,Shorts,NXWMB,3.0,109.2,29.9,47,False
3395,21/01/2022,9262,3217,Jeans,AE8NP,1.0,66.8,42.8,53,False
3396,21/01/2022,91,3218,Dresses,WHRHA,1.0,21.5,14.3,45,False
3397,21/01/2022,3576,3219,Dresses,UYXTJ,1.0,58.7,44.8,26,False
3398,21/01/2022,3576,3219,Dresses,3ZCJ5,2.0,52.1,19.7,26,False
3399,21/01/2022,5921,3220,Cargo pants,0JD0P,1.0,83.8,57.2,46,False
3400,21/01/2022,5921,3220,Skirt,YHMLE,1.0,41.9,29.3,46,False
3401,21/01/2022,2509,3221,Dresses,4TUDZ,1.0,133.7,99.5,47,False
3402,21/01/2022,8364,3224,Trench coat,RNDL2,1.0,37.0,23.1,43,False
3403,21/01/2022,8364,3224,Skirt,ZVTO4,1.0,45.7,35.9,43,False
3404,21/01/2022,3676,3226,Hat,2K2R2,1.0,67.8,52.1,22,False
3405,21/01/2022,3676,3226,Dresses,BXSKM,1.0,277.3,214.9,22,False
3406,21/01/2022,5344,3228,Skirt,Q4ZAD,1.0,79.8,56.3,21,False
3407,21/01/2022,994,3229,Cargo pants,VVOG7,1.0,63.5,44.1,40,False
3408,21/01/2022,994,3229,Crop Top,G5878,1.0,64.8,49.0,40,False
3409,21/01/2022,994,3229,Cargo pants,99TPI,1.0,56.2,36.4,40,False
3410,21/01/2022,7226,3230,Dresses,BA88U,1.0,308.3,237.4,26,False
3411,21/01/2022,717,3233,Hoodie,XQBTK,1.0,23.7,15.8,45,False
3412,21/01/2022,6091,3234,Shorts,2SVKS,2.0,44.3,16.8,47,False
3413,21/01/2022,69,3238,Hoodie,WKOLQ,1.0,16.8,12.1,53,False
3414,21/01/2022,69,3238,Crop Top,EGB8E,1.0,105.0,87.8,53,False
3415,21/01/2022,3105,3239,T-shirt,85WDI,1.0,17.1,11.0,44,False
3416,21/01/2022,1640,3240,Bomber jacket,U1GN5,1.0,143.6,90.8,54,False
3417,21/01/2022,1640,3240,Shorts,F7FQ5,1.0,24.3,19.2,54,False
3418,21/01/2022,1640,3240,T-shirt,UNJKW,1.0,21.1,14.7,54,False
3419,21/01/2022,6260,3241,T-shirt,TU0A5,1.0,35.4,23.0,34,False
3420,21/01/2022,6260,3241,Skirt,JXPYA,1.0,21.1,16.4,34,False
3421,21/01/2022,3744,3242,Sunglasses,1CJ28,2.0,59.4,23.1,40,False
3422,21/01/2022,3744,3242,Hat,3PWIY,2.0,134.2,56.3,40,False
3423,21/01/2022,3744,3242,Dresses,3ZCJ5,2.0,52.1,19.7,40,False
3424,21/01/2022,1563,3243,T-shirt,JJLXQ,1.0,48.4,31.1,25,False
3425,21/01/2022,4488,3244,Bomber jacket,CWB61,2.0,90.6,31.3,54,False
3426,21/01/2022,4488,3244,T-shirt,UNJKW,1.0,21.1,14.7,54,False
3427,21/01/2022,4488,3244,Cargo pants,QPF62,1.0,60.6,40.8,54,False
3428,21/01/2022,2505,3245,T-shirt,M6J9W,1.0,74.3,52.4,45,False
3429,21/01/2022,8024,3248,Trench coat,A9P11,1.0,73.0,40.5,33,False
3430,21/01/2022,658,3250,Hat,X9YT7,2.0,38.1,14.9,47,False
3431,21/01/2022,3528,3252,Sunglasses,3ABQV,2.0,81.6,33.6,54,False
3432,21/01/2022,3528,3252,Dresses,75WCI,3.0,353.4,80.3,54,False
3433,21/01/2022,2806,3254,Crop Top,MRE4J,1.0,33.4,28.1,29,False
3435,21/01/2022,8723,3256,Shoes,62RSL,1.0,67.5,42.7,52,False
3436,21/01/2022,8723,3256,Shoes,KZ80B,1.0,93.8,56.6,52,False
3437,21/01/2022,4906,3257,Cargo pants,DMJ70,1.0,57.3,42.5,24,False
3438,21/01/2022,4906,3257,Jeans,A2IXF,1.0,96.2,57.1,24,False
3439,21/01/2022,4335,3259,Shoes,83SE2,1.0,82.5,56.1,46,False
3440,21/01/2022,3675,3260,Dresses,BDD5Z,2.0,162.0,56.6,26,False
3441,21/01/2022,3675,3260,Dress shirt,6DCYD,2.0,146.4,60.2,26,False
3442,21/01/2022,3675,3260,Dresses,XDKKN,1.0,53.5,40.0,26,False
3443,21/01/2022,3675,3260,Bomber jacket,20XCP,1.0,158.3,102.3,26,False
3444,21/01/2022,6945,3264,Hoodie,4R4F9,1.0,57.3,39.2,25,False
3445,21/01/2022,6945,3264,Hoodie,DUV2Y,1.0,78.1,50.5,25,False
3446,21/01/2022,4480,3266,T-shirt,QGK3S,1.0,56.9,38.5,39,False
3447,21/01/2022,4480,3266,Dress shirt,29DS1,2.0,186.7,73.9,39,False
3448,21/01/2022,4480,3269,Sunglasses,1CJ28,2.0,59.4,23.1,39,False
3449,21/01/2022,4480,3269,Hat,BE6LA,1.0,95.4,79.8,39,False
3450,21/01/2022,8779,3270,T-shirt,I36F2,1.0,42.3,30.6,25,False
3451,21/01/2022,642,3271,Shoes,KZ80B,1.0,93.8,56.6,39,False
3452,21/01/2022,3194,3272,T-shirt,JJLXQ,1.0,48.4,31.1,23,False
3453,21/01/2022,6328,3273,Dress shirt,SJ0ZD,2.0,24.7,10.5,31,False
3454,21/01/2022,6328,3273,Dresses,U6L1W,1.0,102.7,72.5,31,False
3455,21/01/2022,3801,3274,Hoodie,F90L2,1.0,23.1,16.9,45,False
3456,21/01/2022,5288,3277,Cargo pants,RVZ6I,1.0,66.9,47.2,53,False
3457,21/01/2022,6175,3278,T-shirt,UQC6F,1.0,17.7,11.6,57,False
3458,21/01/2022,6175,3278,Jeans,E3PAN,1.0,83.2,51.7,57,False
3459,21/01/2022,4649,3280,Trench coat,ZE55T,1.0,213.4,124.4,55,False
3460,21/01/2022,5954,3282,Sunglasses,0OZBT,1.0,94.2,73.6,33,False
3461,21/01/2022,5954,3282,Dresses,HCTMU,3.0,321.6,75.1,33,False
3462,21/01/2022,5954,3282,Dress shirt,29DS1,1.0,93.5,74.1,33,False
3463,21/01/2022,9319,3284,Hoodie,4R4F9,1.0,57.3,39.2,29,False
3464,21/01/2022,4393,3287,Skirt,1XG54,1.0,67.5,47.2,43,False
3465,21/01/2022,4393,3287,Cargo pants,DMJ70,1.0,57.3,42.5,43,False
3466,21/01/2022,4393,3287,Hoodie,DLFQW,3.0,83.7,18.3,43,False
3467,21/01/2022,4393,3287,Jeans,BK9BM,1.0,48.1,32.5,43,False
3468,21/01/2022,6412,3288,Hoodie,4R4F9,1.0,57.3,39.2,22,False
3469,21/01/2022,1577,3291,Dress shirt,29DS1,2.0,186.7,73.9,35,False
3470,21/01/2022,2485,3293,Skirt,CZUZX,1.0,63.5,44.6,24,False
3471,21/01/2022,2485,3293,Jeans,8DQSI,1.0,97.5,67.3,24,False
3472,21/01/2022,2490,3294,Bomber jacket,YRULF,2.0,136.1,45.7,60,False
3473,21/01/2022,2490,3294,Sunglasses,0OZBT,1.0,94.2,73.6,60,False
3474,21/01/2022,2490,3294,Shorts,67D07,1.0,33.8,26.7,60,False
3475,21/01/2022,2490,3294,Hoodie,Y1JBL,1.0,55.6,38.3,60,False
3476,21/01/2022,1196,3295,T-shirt,TL4WZ,1.0,40.0,27.2,54,False
3477,21/01/2022,1196,3295,Dress shirt,6DCYD,1.0,73.2,60.2,54,False
3478,21/01/2022,1196,3295,Sunglasses,MM77N,1.0,26.8,22.6,54,False
3479,21/01/2022,1196,3295,Dresses,ZDER3,1.0,86.2,61.3,54,False
3480,21/01/2022,1196,3295,Shorts,4X8P4,2.0,103.9,39.2,54,False
3481,21/01/2022,1196,3295,Hat,4FT32,2.0,42.8,17.5,54,False
3482,21/01/2022,6065,3296,Blazer,A59HR,3.0,62.5,14.6,26,False
3483,21/01/2022,8870,3297,Shorts,F7FQ5,2.0,48.6,19.2,34,False
3484,21/01/2022,8870,3297,Dresses,2XKMH,2.0,152.4,50.6,34,False
3485,21/01/2022,8870,3297,Hat,PWG2Z,2.0,100.0,42.1,34,False
3486,21/01/2022,2095,3300,T-shirt,EMJ1S,1.0,36.2,24.9,38,False
3487,21/01/2022,8660,3301,Skirt,1XG54,1.0,67.5,47.2,31,False
3488,21/01/2022,799,3303,Blazer,H1BKF,1.0,41.9,24.6,54,False
3489,21/01/2022,5293,3304,T-shirt,COWU2,1.0,45.7,30.7,35,False
3490,21/01/2022,5641,3306,Skirt,1XG54,1.0,67.5,47.2,33,False
3491,21/01/2022,1672,3307,Shoes,4MIPL,1.0,61.2,42.2,47,False
3492,21/01/2022,1672,3307,Crop Top,G5878,1.0,64.8,49.0,47,False
3493,21/01/2022,5182,3310,Cargo pants,YGV2O,1.0,69.3,49.8,53,False
3494,21/01/2022,3531,3311,Skirt,CZUZX,1.0,63.5,44.6,49,False
3495,21/01/2022,3531,3311,Skirt,LQ555,1.0,75.7,55.9,49,False
3496,21/01/2022,5530,3312,Shorts,VHZUD,2.0,54.3,22.9,30,False
3497,21/01/2022,5530,3312,Bomber jacket,NBRSF,2.0,185.0,64.6,30,False
3498,21/01/2022,7934,3313,Shoes,KZ80B,1.0,93.8,56.6,46,False
3499,21/01/2022,2907,3314,T-shirt,QM3C8,1.0,55.9,38.7,31,False
3500,21/01/2022,4918,3315,Skirt,MQPSJ,1.0,41.9,31.9,55,False
3501,21/01/2022,47,3317,Jeans,6BA3D,1.0,88.7,58.1,48,False
3502,21/01/2022,1255,3319,Dress shirt,6TXTJ,2.0,25.9,10.5,22,False
3503,21/01/2022,1255,3319,Hat,V7LRF,3.0,164.1,41.4,22,False
3504,21/01/2022,2568,3320,T-shirt,X05XH,1.0,59.7,38.1,58,False
3505,21/01/2022,2568,3320,Dresses,9M8OH,1.0,29.7,19.8,58,False
3506,21/01/2022,2568,3320,Hat,PWG2Z,1.0,50.1,42.2,58,False
3507,21/01/2022,3053,3321,T-shirt,JJLXQ,1.0,48.4,31.1,57,False
3508,21/01/2022,3053,3321,T-shirt,RTKX3,1.0,47.1,32.7,57,False
3509,21/01/2022,1218,3322,Skirt,9STQJ,1.0,82.5,58.7,39,False
3510,21/01/2022,6546,3323,Jeans,E3PAN,1.0,83.2,51.7,29,False
3511,21/01/2022,6546,3323,Jeans,J2RPB,1.0,34.1,20.1,29,False
3512,21/01/2022,8662,3324,Shoes,62RSL,1.0,67.5,42.7,50,False
3513,21/01/2022,7710,3325,Skirt,XI6YM,1.0,67.5,47.8,41,False
3514,22/01/2022,7189,3330,Cargo pants,JCYBN,1.0,53.8,35.9,44,False
3515,22/01/2022,2927,3331,T-shirt,QM3C8,1.0,55.9,38.7,56,False
3516,22/01/2022,8663,3333,Skirt,1XG54,1.0,67.5,47.2,37,False
3517,22/01/2022,6506,3334,Sunglasses,69PF4,1.0,67.5,56.5,35,False
3518,22/01/2022,6506,3334,Hat,DL5MU,2.0,110.0,46.3,35,False
3519,22/01/2022,3543,3335,Dress shirt,6TXTJ,3.0,38.8,10.5,41,False
3520,22/01/2022,3543,3335,Hat,VWYXA,3.0,84.8,21.2,41,False
3521,22/01/2022,8767,3336,Dress shirt,SJ0ZD,2.0,24.7,10.5,45,False
3522,22/01/2022,8767,3336,T-shirt,COWU2,1.0,45.7,30.7,45,False
3523,22/01/2022,8767,3336,Dresses,CYAX0,2.0,73.7,26.6,45,False
3524,22/01/2022,1220,3337,Blazer,W8ANW,1.0,68.1,43.9,34,False
3525,22/01/2022,3290,3339,T-shirt,EMJ1S,2.0,72.3,24.9,61,False
3526,22/01/2022,8096,3342,T-shirt,I36F2,1.0,42.3,30.6,34,False
3527,22/01/2022,8096,3342,T-shirt,EMJ1S,1.0,36.2,24.9,34,False
3528,22/01/2022,2833,3344,Crop Top,F2HBX,1.0,83.7,71.2,29,False
